Year,Donor,Donor type,Paid,Pledged,Total
2025,Malta,Member State,46838,0,46838
2025,Monaco,Member State,56753,0,56753
2025,Netherlands,Member State,11467889,0,11467889
2025,Netherlands,Member State,11008205,0,11008205
2025,Netherlands,Member State,10321100,0,10321100
2025,Netherlands,Member State,16907703,0,16907703
2025,Netherlands,Member State,35494572,0,35494572
2025,Netherlands,Member State,9585606,0,9585606
2025,Netherlands,Member State,10732395,0,10732395
2025,Netherlands,Member State,6880733,0,6880733
2025,Netherlands,Member State,17543859,0,17543859
2025,Netherlands,Member State,10548523,0,10548523
2025,Netherlands,Member State,6880733,0,6880733
2025,Netherlands,Member State,4587155,0,4587155
2025,Netherlands,Member State,5733944,0,5733944
2025,New Zealand,Member State,895602,0,895602
2025,New Zealand,Member State,2800114,0,2800114
2025,New Zealand,Member State,2388273,0,2388273
2025,Norway,Member State,1877531,0,1877531
2025,Norway,Member State,2443257,0,2443257
2025,Norway,Member State,1275068,0,1275068
2025,Norway,Member State,1275068,0,1275068
2025,Norway,Member State,784657,0,784657
2025,Norway,Member State,12539862,0,12539862
2025,Norway,Member State,4422033,0,4422033
2025,Norway,Member State,980822,0,980822
2025,Norway,Member State,686575,0,686575
2025,Norway,Member State,23579460,0,23579460
2025,Norway,Member State,2440324,0,2440324
2025,Norway,Member State,590655,0,590655
2025,Norway,Member State,1083951,0,1083951
2025,Norway,Member State,886344,0,886344
2025,Norway,Member State,490411,0,490411
2025,Norway,Member State,1874377,0,1874377
2025,Philippines,Member State,20000,0,20000
2025,Philippines,Member State,20000,0,20000
2025,Philippines,Member State,20000,0,20000
2025,Philippines,Member State,100000,0,100000
2025,Poland,Member State,2071748,0,2071748
2025,Portugal,Member State,70422,0,70422
2025,Portugal,Member State,346820,0,346820
2025,Portugal,Member State,58685,0,58685
2025,Portugal,Member State,528169,0,528169
2025,Portugal,Member State,70422,0,70422
2025,Portugal,Member State,229095,0,229095
2025,Portugal,Member State,158450,0,158450
2025,Portugal,Member State,158450,0,158450
2025,Portugal,Member State,70422,0,70422
2025,PRIVATE SECTOR,Private,15404,0,15404
2025,PRIVATE SECTOR,Private,35832,0,35832
2025,Saudi Arabia,Member State,3000000,0,3000000
2025,Spain,Member State,1135073,0,1135073
2025,Spain,Member State,1135073,0,1135073
2025,Spain,Member State,382629,0,382629
2025,Spain,Member State,1986379,0,1986379
2025,Spain,Member State,1929625,0,1929625
2025,Spain,Member State,1362088,0,1362088
2025,Spain,Member State,567536,0,567536
2025,Spain,Member State,567536,0,567536
2025,Sweden,Member State,4573677,0,4573677
2025,Sweden,Member State,3977110,0,3977110
2025,Sweden,Member State,2485694,0,2485694
2025,Sweden,Member State,1988555,0,1988555
2025,Sweden,Member State,4251348,0,4251348
2025,Sweden,Member State,1889127,0,1889127
2025,Sweden,Member State,17439906,0,17439906
2025,Sweden,Member State,7449581,0,7449581
2025,Sweden,Member State,1988555,0,1988555
2025,Sweden,Member State,2982833,0,2982833
2025,Sweden,Member State,1690272,0,1690272
2025,Sweden,Member State,2485694,0,2485694
2025,Sweden,Member State,1292560,0,1292560
2025,Sweden,Member State,1690272,0,1690272
2025,Sweden,Member State,497138,0,497138
2025,Switzerland,Member State,4110679,0,4110679
2025,Switzerland,Member State,1877346,0,1877346
2025,Switzerland,Member State,4211261,0,4211261
2025,Switzerland,Member State,546448,0,546448
2025,Switzerland,Member State,2365816,0,2365816
2025,Switzerland,Member State,1538355,0,1538355
2025,Switzerland,Member State,1463204,0,1463204
2025,Switzerland,Member State,7314584,0,7314584
2025,Switzerland,Member State,20051945,0,20051945
2025,Switzerland,Member State,1783234,555557,2338791
2025,Switzerland,Member State,1251564,0,1251564
2025,Switzerland,Member State,3329175,0,3329175
2025,Switzerland,Member State,3397508,0,3397508
2025,Switzerland,Member State,655737,0,655737
2025,Switzerland,Member State,3260598,0,3260598
2025,Switzerland,Member State,1231527,0,1231527
2025,Switzerland,Member State,1231527,0,1231527
2025,Switzerland,Member State,1315136,0,1315136
2025,"UN, NGOs and other entities",Private,214095,0,214095
2025,"UN, NGOs and other entities",Private,446,0,446
2025,"UN, NGOs and other entities",Private,26977,0,26977
2025,"UN, NGOs and other entities",Private,5338,0,5338
2025,"UN, NGOs and other entities",Private,39649,0,39649
2025,"UN, NGOs and other entities",Private,227186,0,227186
2025,"UN, NGOs and other entities",Private,2988,0,2988
2025,"UN, NGOs and other entities",Private,2042482,0,2042482
2025,"UN, NGOs and other entities",Private,100134,0,100134
2025,"UN, NGOs and other entities",Private,27345,0,27345
2025,"UN, NGOs and other entities",Private,3681,0,3681
2025,"UN, NGOs and other entities",Private,16554,0,16554
2025,"UN, NGOs and other entities",Private,1291454,0,1291454
2025,"UN, NGOs and other entities",Private,19005,0,19005
2025,"UN, NGOs and other entities",Private,18535,0,18535
2025,"UN, NGOs and other entities",Private,3606,0,3606
2025,"UN, NGOs and other entities",Private,1042,0,1042
2025,"UN, NGOs and other entities",Private,5274,0,5274
2025,"UN, NGOs and other entities",Private,5598,0,5598
2025,"UN, NGOs and other entities",Private,140,0,140
2025,United Kingdom,Member State,6756756,0,6756756
2025,United Kingdom,Member State,6720430,0,6720430
2025,United Kingdom,Member State,5494505,0,5494505
2025,United Kingdom,Member State,7067923,0,7067923
2025,United Kingdom,Member State,17799617,0,17799617
2025,United Kingdom,Member State,50487581,0,50487581
2025,United Kingdom,Member State,1356852,0,1356852
2025,United Kingdom,Member State,3787878,0,3787878
2025,United Kingdom,Member State,5056890,0,5056890
2025,United Kingdom,Member State,26720690,0,26720690
2025,United Kingdom,Member State,2528445,0,2528445
2025,United Kingdom,Member State,1600000,0,1600000
2025,United Kingdom,Member State,657894,0,657894
2025,Private Contributions,Private Contributions through UNF,2024594,0,2024594
2025,Qatar Charity,Private,0,1000000,1000000
2025,Qatar Charity,Private,0,1000000,1000000
2025,Scotland,Private,789473,0,789473
2025,Pakistan HF,Private,514459,0,514459
2026,Australia,Member State,2683873,0,2683873
2026,Australia,Member State,9758465,0,9758465
2026,Belgium,Member State,0,9976525,9976525
2026,Belgium,Member State,0,2347417,2347417
2026,Belgium,Member State,0,4694835,4694835
2026,Belgium,Member State,0,2934272,2934272
2026,Belgium,Member State,0,8215962,8215962
2026,Belgium,Member State,0,3521126,3521126
2026,Belgium,Member State,0,3521126,3521126
2026,Belgium,Member State,0,3521126,3521126
2026,Canada,Member State,0,974025,974025
2026,Canada,Member State,0,108225,108225
2026,Canada,Member State,0,1815476,1815476
2026,Canada,Member State,0,2183123,2183123
2026,Canada,Member State,0,1824441,1824441
2026,Canada,Member State,0,1900039,1900039
2026,Canada,Member State,0,910151,910151
2026,Canada,Member State,0,7318456,7318456
2026,Canada,Member State,0,1447828,1447828
2026,Canada,Member State,0,1086388,1086388
2026,Canada,Member State,0,2548011,2548011
2026,Canada,Member State,0,2918417,2918417
2026,Canada,Member State,0,728397,728397
2026,Canada,Member State,0,1204269,1204269
2026,Canada,Member State,0,546642,546642
2026,Canada,Member State,0,108225,108225
2026,Canada,Member State,0,365577,365577
2026,Canada,Member State,0,367647,367647
2026,Canada,Member State,0,733225,733225
2026,Canada,Member State,0,367647,367647
2026,Cyprus,Member State,0,113608,113608
2026,Cyprus,Member State,115000,0,115000
2026,Denmark,Member State,0,5401234,5401234
2026,Denmark,Member State,0,3086419,3086419
2026,Denmark,Member State,0,2314814,2314814
2026,Denmark,Member State,0,4629629,4629629
2026,Denmark,Member State,0,9259259,9259259
2026,Denmark,Member State,6989355,0,6989355
2026,Denmark,Member State,0,5401234,5401234
2026,Finland,Member State,5767012,0,5767012
2026,Finland,Member State,3460207,0,3460207
2026,Finland,Member State,5767012,0,5767012
2026,Finland,Member State,3460207,0,3460207
2026,Finland,Member State,3460207,0,3460207
2026,Germany,Member State,2378121,0,2378121
2026,Germany,Member State,2378121,0,2378121
2026,Germany,Member State,2378121,0,2378121
2026,Germany,Member State,3567181,0,3567181
2026,Germany,Member State,3567181,2317497,5884678
2026,Germany,Member State,2378121,0,2378121
2026,Germany,Member State,2972651,0,2972651
2026,Germany,Member State,9512485,0,9512485
2026,Germany,Member State,2378121,0,2378121
2026,Germany,Member State,2378121,0,2378121
2026,Germany,Member State,3567181,0,3567181
2026,Greece,Member State,0,346020,346020
2026,Ireland,Member State,3436426,0,3436426
2026,Ireland,Member State,2290950,0,2290950
2026,Ireland,Member State,0,1730103,1730103
2026,Ireland,Member State,590318,0,590318
2026,Italy,Member State,2290950,0,2290950
2026,Japan,Member State,40000,0,40000
2026,Japan,Member State,333333,0,333333
2026,Japan,Member State,100000,0,100000
2026,Jersey,Member State,276679,0,276679
2026,Jersey,Member State,138339,0,138339
2026,Jersey,Member State,276679,0,276679
2026,Jersey,Member State,276679,0,276679
2026,Kuwait,Member State,0,1500000,1500000
2026,Kuwait,Member State,0,1250000,1250000
2026,Kuwait,Member State,0,500000,500000
2026,Luxembourg,Member State,0,347624,347624
2026,Luxembourg,Member State,0,347624,347624
2026,Luxembourg,Member State,0,289687,289687
2026,Luxembourg,Member State,0,347624,347624
2026,Luxembourg,Member State,0,347624,347624
2026,Luxembourg,Member State,0,347624,347624
2026,Luxembourg,Member State,0,289687,289687
2026,Luxembourg,Member State,0,347624,347624
2026,Luxembourg,Member State,0,347624,347624
2026,Luxembourg,Member State,0,347624,347624
2026,Luxembourg,Member State,0,347624,347624
2026,Luxembourg,Member State,0,347624,347624
2026,Monaco,Member State,0,114547,114547
2026,New Zealand,Member State,1418462,0,1418462
2026,Norway,Member State,0,1534212,1534212
2026,Philippines,Member State,0,100000,100000
2026,Portugal,Member State,359281,0,359281
2026,PRIVATE SECTOR,Private,300,0,300
2026,PRIVATE SECTOR,Private,0,10000,10000
2026,Saudi Arabia,Member State,0,3000000,3000000
2026,Sweden,Member State,2985662,0,2985662
2026,Sweden,Member State,3198924,0,3198924
2026,Sweden,Member State,2559139,0,2559139
2026,Sweden,Member State,2132616,0,2132616
2026,Sweden,Member State,2239247,0,2239247
2026,Sweden,Member State,1812723,0,1812723
2026,Sweden,Member State,3732078,0,3732078
2026,Sweden,Member State,3198924,0,3198924
2026,Sweden,Member State,2132616,0,2132616
2026,Sweden,Member State,2132616,0,2132616
2026,Sweden,Member State,4478494,0,4478494
2026,Sweden,Member State,2665770,0,2665770
2026,Sweden,Member State,1386200,0,1386200
2026,Sweden,Member State,2132616,0,2132616
2026,Switzerland,Member State,1953125,0,1953125
2026,Switzerland,Member State,0,1877346,1877346
2026,Switzerland,Member State,624219,0,624219
2026,Switzerland,Member State,3012482,0,3012482
2026,Switzerland,Member State,846354,187734,1034088
2026,Switzerland,Member State,3875968,0,3875968
2026,Switzerland,Member State,0,3397508,3397508
2026,Switzerland,Member State,750938,0,750938
2026,Thailand,Member State,10000,0,10000
2026,United Arab Emirates,Member State,5000000,0,5000000
2026,United Kingdom,Member State,4032258,0,4032258
2026,United Kingdom,Member State,5347593,0,5347593
2026,United Kingdom,Member State,4216314,0,4216314
2026,United Kingdom,Member State,2766251,1317523,4083774
2026,United Kingdom,Member State,0,3880983,3880983
2026,United Kingdom,Member State,10304287,873655,11177942
2026,United Kingdom,Member State,12299465,0,12299465
2026,United Kingdom,Member State,1612903,0,1612903
2026,United Kingdom,Member State,254525,0,254525
2026,United States of America,Member State,150000000,0,150000000
2026,United States of America,Member State,100000000,0,100000000
2026,United States of America,Member State,140000000,0,140000000
2026,United States of America,Member State,125000000,0,125000000
2026,United States of America,Member State,200000000,0,200000000
2026,United States of America,Member State,100000000,0,100000000
2026,United States of America,Member State,150000000,0,150000000
2026,United States of America,Member State,155000000,0,155000000
2026,United States of America,Member State,100000000,0,100000000
2026,United States of America,Member State,125000000,0,125000000
2026,United States of America,Member State,80000000,0,80000000
2026,United States of America,Member State,100000000,0,100000000
2026,United States of America,Member State,150000000,0,150000000
2026,United States of America,Member State,25000000,0,25000000
2026,United States of America,Member State,60000000,0,60000000
2026,United States of America,Member State,65000000,0,65000000
2026,United States of America,Member State,50000000,0,50000000
2026,United States of America,Member State,75000000,0,75000000
2026,Private Contributions,Private Contributions through UNF,5052,110000,115052
